Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
1622	-22954.05	-22939.33	-14.72334	0.442338	0.717517	0.0622079	20.56614	0.900663	0.0583214	0.041016	2.70199	0.174964	0.123048	4.144328	0.2584228	0.00252777	0.0728366	0.518915	3.40572	0.0639436	0.0219548	0.353066	0.0215036	0.173052	0.0933319	0.259303	0.0138453	0.511549	0.175638	2.82452	0.172029	1.38442	0.746655	2.07443	0.110762	4.8086
1623	-22943.56	-22930.15	-13.41019	0.442338	0.717517	0.0622079	20.56614	0.900663	0.0583214	0.041016	2.70199	0.174964	0.123048	4.144328	0.2584228	0.00252777	0.0728366	0.518915	3.40572	0.0639436	0.0219548	0.353066	0.0215036	0.173052	0.0933319	0.259303	0.0138453	0.511549	0.175638	2.82452	0.172029	1.38442	0.746655	2.07443	0.110762	4.677284
1624	-22944.39	-22929.38	-15.00926	0.402004	0.717517	0.0622079	21.17902	0.900663	0.0583214	0.041016	2.70199	0.174964	0.123048	4.34875	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0639436	0.0219548	0.353066	0.0215036	0.173052	0.0933319	0.259303	0.0138453	0.511549	0.175638	2.82452	0.172029	1.38442	0.746655	2.07443	0.110762	4.759495
1625	-22937.75	-22923.69	-14.05849	0.402004	0.717517	0.0619234	21.17902	0.899695	0.0582587	0.0420461	2.69909	0.174776	0.126138	4.711893	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0639436	0.0219548	0.353066	0.0215036	0.173052	0.0933319	0.259303	0.0138453	0.511549	0.175638	2.82452	0.172029	1.38442	0.746655	2.07443	0.110762	4.628132
1626	-22931.99	-22917.63	-14.36799	0.402004	0.717517	0.0619234	20.89411	0.899695	0.0582587	0.0420461	2.69909	0.174776	0.126138	5.102462	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0639436	0.0219548	0.353066	0.0215036	0.173052	0.0933319	0.259303	0.0138453	0.511549	0.175638	2.82452	0.172029	1.38442	0.746655	2.07443	0.110762	4.648516
1627	-22925.67	-22911.72	-13.95324	0.402004	0.742431	0.0619234	20.89411	0.899695	0.0582587	0.0420461	2.69909	0.174776	0.126138	5.116649	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0639436	0.0219548	0.353066	0.0215036	0.173052	0.0933319	0.259303	0.0138453	0.511549	0.175638	2.82452	0.172029	1.38442	0.746655	2.07443	0.110762	4.603131
1628	-22923.76	-22909.12	-14.64141	0.402004	0.741003	0.0619234	20.89411	0.899695	0.0582587	0.0420461	2.69909	0.174776	0.126138	4.5455	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0641205	0.0220155	0.354042	0.0187976	0.17353	0.09359	0.26002	0.0138835	0.512964	0.176124	2.83234	0.150381	1.38824	0.74872	2.08016	0.111068	4.729206
1629	-22931.03	-22917.52	-13.51039	0.402004	0.855592	0.0619234	20.89411	0.898957	0.0590314	0.0420116	2.69687	0.177094	0.126035	3.880005	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0641205	0.0220155	0.354042	0.0187976	0.17353	0.09359	0.26002	0.0138835	0.512964	0.176124	2.83234	0.150381	1.38824	0.74872	2.08016	0.111068	4.671195
1630	-22931.7	-22917.06	-14.6414	0.414959	0.855592	0.0622102	20.89411	0.898957	0.0590314	0.0420116	2.69687	0.177094	0.126035	4.595701	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0615263	0.0220765	0.355023	0.0188497	0.174012	0.0938494	0.260741	0.013922	0.492211	0.176612	2.84019	0.150798	1.39209	0.750795	2.08593	0.111376	4.711402
1631	-22929.6	-22916.41	-13.19013	0.464463	0.855592	0.0622102	20.89411	0.898957	0.0590314	0.0420116	2.69687	0.177094	0.126035	4.595701	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0615263	0.0220765	0.355023	0.0188497	0.174012	0.0938494	0.260741	0.013922	0.492211	0.176612	2.84019	0.150798	1.39209	0.750795	2.08593	0.111376	4.561325
1632	-22935.58	-22921.12	-14.45371	0.464463	0.82293	0.0803427	20.89411	0.898957	0.0590314	0.0420116	2.69687	0.177094	0.126035	4.232145	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0615263	0.0220765	0.355023	0.0188497	0.174012	0.0938494	0.260741	0.013922	0.492211	0.176612	2.84019	0.150798	1.39209	0.750795	2.08593	0.111376	4.725491
1633	-22935.05	-22920.61	-14.43885	0.464463	0.82293	0.0911376	20.89411	0.898957	0.0590314	0.0420116	2.69687	0.177094	0.126035	4.187909	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0620169	0.0222526	0.357854	0.019	0.167426	0.0945977	0.26282	0.014033	0.496135	0.17802	2.86283	0.152	1.33941	0.756781	2.10256	0.112264	4.72735
1634	-22930.25	-22916.19	-14.06138	0.464463	0.82293	0.0564704	20.99402	0.898957	0.0590314	0.0420116	2.69687	0.177094	0.126035	4.187909	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0620169	0.0222526	0.357854	0.019	0.167426	0.0945977	0.26282	0.014033	0.496135	0.17802	2.86283	0.152	1.33941	0.756781	2.10256	0.112264	4.683078
1635	-22937.01	-22923.83	-13.17688	0.463576	0.823619	0.0664426	20.99402	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.540391	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0620463	0.0222631	0.358024	0.019009	0.167505	0.0946426	0.262945	0.0135648	0.496371	0.178105	2.86419	0.152072	1.34004	0.757141	2.10356	0.108518	4.658402
1636	-22942.54	-22926.46	-16.08135	0.461937	0.798507	0.0664426	21.34232	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	4.172443	0.2727122	0.00334326	0.0835147	0.547001	3.36614	0.0620463	0.0222631	0.358024	0.019009	0.167505	0.0946426	0.262945	0.0135648	0.496371	0.178105	2.86419	0.152072	1.34004	0.757141	2.10356	0.108518	4.853489
1637	-22943.57	-22927.52	-16.04628	0.463011	0.798507	0.0664426	21.34232	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	4.172443	0.2727883	0.00334798	0.0835723	0.547145	3.36593	0.0620463	0.0222631	0.358024	0.019009	0.167505	0.0946426	0.262945	0.0135648	0.496371	0.178105	2.86419	0.152072	1.34004	0.757141	2.10356	0.108518	4.849874
1638	-22932.12	-22915.81	-16.30435	0.463011	0.81345	0.0412531	21.34232	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	4.172443	0.3827712	0.0143094	0.168773	0.711943	3.10497	0.0620463	0.0222631	0.358024	0.019009	0.167505	0.0946426	0.262945	0.0135648	0.496371	0.178105	2.86419	0.152072	1.34004	0.757141	2.10356	0.108518	4.876706
1639	-22943.95	-22927.62	-16.33485	0.464068	0.815987	0.0412065	20.92535	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.579804	0.3827712	0.0143094	0.168773	0.711943	3.10497	0.0600958	0.0215633	0.378205	0.0184115	0.16224	0.0916674	0.254679	0.0131384	0.480767	0.172506	3.02564	0.147292	1.29792	0.733339	2.03743	0.105107	4.980362
1640	-22949.82	-22932.21	-17.61003	0.464068	0.798181	0.0413212	20.92535	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.720013	0.2468839	0.0019697	0.064449	0.494868	3.43871	0.0589183	0.0211407	0.370795	0.0180507	0.159061	0.0898713	0.269283	0.0128809	0.471346	0.169126	2.96636	0.144406	1.27249	0.71897	2.15426	0.103047	5.095629
1641	-22944.27	-22926.04	-18.22946	0.464068	0.798181	0.0429572	20.92535	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.720013	0.3306054	0.00810332	0.128418	0.643796	3.21968	0.0589183	0.0211407	0.370795	0.0180507	0.159061	0.0898713	0.269283	0.0128809	0.471346	0.169126	2.96636	0.144406	1.27249	0.71897	2.15426	0.103047	5.157408
1642	-22950.99	-22932.45	-18.54472	0.464068	0.798181	0.0429572	20.92535	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	2.990657	0.3306054	0.00810332	0.128418	0.643796	3.21968	0.0589183	0.0211407	0.370795	0.0180507	0.159061	0.0898713	0.269283	0.0128809	0.471346	0.169126	2.96636	0.144406	1.27249	0.71897	2.15426	0.103047	5.26187
1643	-22949.27	-22932.02	-17.24778	0.464068	0.798181	0.0409485	20.92535	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.569099	0.2612653	0.00267888	0.0749377	0.524648	3.39774	0.0588858	0.0211291	0.37059	0.0180408	0.159525	0.0898217	0.269134	0.0128738	0.471086	0.169033	2.96472	0.144326	1.2762	0.718573	2.15307	0.10299	5.074532
1644	-22947.61	-22929.64	-17.96269	0.462705	0.820358	0.0409485	20.92535	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.714327	0.2612653	0.00267888	0.0749377	0.524648	3.39774	0.0588858	0.0211291	0.37059	0.0180408	0.159525	0.0898217	0.269134	0.0128738	0.471086	0.169033	2.96472	0.144326	1.2762	0.718573	2.15307	0.10299	5.129418
1645	-22944.63	-22927.89	-16.73891	0.462705	0.843556	0.0409485	20.92535	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.230831	0.2612653	0.00267888	0.0749377	0.524648	3.39774	0.0588858	0.0211291	0.37059	0.0180408	0.159525	0.0898217	0.269134	0.0128738	0.471086	0.169033	2.96472	0.144326	1.2762	0.718573	2.15307	0.10299	5.053071
1646	-22935.22	-22917.35	-17.86715	0.462705	0.843556	0.0409485	21.57754	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.629614	0.2612653	0.00267888	0.0749377	0.524648	3.39774	0.0588858	0.0211291	0.37059	0.0180408	0.159525	0.0898217	0.269134	0.0128738	0.471086	0.169033	2.96472	0.144326	1.2762	0.718573	2.15307	0.10299	5.060798
1647	-22941.12	-22923.94	-17.17626	0.457009	0.843556	0.0461896	21.57754	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.629614	0.2612653	0.00267888	0.0749377	0.524648	3.39774	0.0588858	0.0211291	0.37059	0.0180408	0.159525	0.0898217	0.269134	0.0128738	0.471086	0.169033	2.96472	0.144326	1.2762	0.718573	2.15307	0.10299	4.991754
1648	-22930.34	-22914.91	-15.42879	0.456142	0.810648	0.0359145	21.57754	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	4.261028	0.2612653	0.00267888	0.0749377	0.524648	3.39774	0.0588858	0.0211291	0.37059	0.0180408	0.159525	0.0898217	0.269134	0.0128738	0.471086	0.169033	2.96472	0.144326	1.2762	0.718573	2.15307	0.10299	4.75827
1649	-22928.42	-22913.41	-15.01239	0.456142	0.8123	0.0358071	21.44422	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	4.308597	0.2612653	0.00267888	0.0749377	0.524648	3.39774	0.0588858	0.0211291	0.37059	0.0180408	0.159525	0.0898217	0.269134	0.0128738	0.471086	0.169033	2.96472	0.144326	1.2762	0.718573	2.15307	0.10299	4.725051
1650	-22927.39	-22913.08	-14.30936	0.463979	0.8123	0.0358071	21.02471	0.899175	0.0588028	0.0420218	2.69753	0.176408	0.126065	3.856496	0.2823696	0.00397439	0.0908706	0.564972	3.34018	0.0588858	0.0211291	0.37059	0.0180408	0.159525	0.0898217	0.269134	0.0128738	0.471086	0.169033	2.96472	0.144326	1.2762	0.718573	2.15307	0.10299	4.741126
1651	-22929.01	-22914.03	-14.97892	0.45472	0.837817	0.0359413	21.02471	0.891511	0.0632731	0.0452164	2.67453	0.189819	0.135649	3.856496	0.2823696	0.00397439	0.0908706	0.564972	3.34018	0.0585293	0.0210012	0.368346	0.0179315	0.158559	0.0892779	0.273559	0.0127959	0.468234	0.168009	2.94677	0.143452	1.26847	0.714223	2.18847	0.102367	4.806442
1652	-22933.98	-22919.13	-14.85107	0.45472	0.837817	0.0357857	21.02471	0.891511	0.0632731	0.0452164	2.67453	0.189819	0.135649	3.856496	0.2823696	0.00397439	0.0908706	0.564972	3.34018	0.0585293	0.0210012	0.368346	0.0179315	0.158559	0.0892779	0.273559	0.0127959	0.468234	0.168009	2.94677	0.143452	1.26847	0.714223	2.18847	0.102367	4.793673
1653	-22929.59	-22915.05	-14.5444	0.45472	0.835271	0.0358436	21.02471	0.892755	0.0633614	0.0438839	2.67826	0.190084	0.131652	3.856496	0.3729937	0.0130189	0.161313	0.700321	3.12535	0.0585293	0.0210012	0.368346	0.0179315	0.158559	0.0892779	0.273559	0.0127959	0.468234	0.168009	2.94677	0.143452	1.26847	0.714223	2.18847	0.102367	4.763254
1654	-22950.18	-22935.35	-14.83577	0.42264	0.835271	0.0336368	21.02471	0.892755	0.0633614	0.0438839	2.67826	0.190084	0.131652	2.644647	0.3729937	0.0130189	0.161313	0.700321	3.12535	0.0585293	0.0210012	0.368346	0.0179315	0.158559	0.0892779	0.273559	0.0127959	0.468234	0.168009	2.94677	0.143452	1.26847	0.714223	2.18847	0.102367	4.917005
1655	-22936.55	-22920.53	-16.02491	0.42264	0.835271	0.0407735	21.02471	0.892755	0.0633614	0.0438839	2.67826	0.190084	0.131652	3.644205	0.4423915	0.0232747	0.212655	0.773362	2.99071	0.0585293	0.0210012	0.368346	0.0179315	0.158559	0.0892779	0.273559	0.0127959	0.468234	0.168009	2.94677	0.143452	1.26847	0.714223	2.18847	0.102367	4.93525
1656	-22936.16	-22920.18	-15.97859	0.409194	0.835271	0.0407735	21.31645	0.902765	0.0589534	0.0382812	2.7083	0.17686	0.114844	4.245728	0.6215604	0.0575831	0.324046	0.891932	2.72644	0.0585293	0.0210012	0.368346	0.0179315	0.158559	0.0892779	0.273559	0.0127959	0.468234	0.168009	2.94677	0.143452	1.26847	0.714223	2.18847	0.102367	4.842635
1657	-22933.43	-22918.19	-15.23852	0.410142	0.812048	0.0416585	21.31645	0.902765	0.0589534	0.0382812	2.7083	0.17686	0.114844	3.132589	0.6215604	0.0575831	0.324046	0.891932	2.72644	0.0621365	0.0222955	0.329417	0.0190367	0.168331	0.0947802	0.290418	0.0135845	0.497092	0.178364	2.63534	0.152293	1.34665	0.758241	2.32335	0.108676	4.882082
1658	-22946.19	-22929.75	-16.43711	0.409718	0.812489	0.0417308	21.31645	0.902765	0.0589534	0.0382812	2.7083	0.17686	0.114844	2.586595	0.6215604	0.0575831	0.324046	0.891932	2.72644	0.0621365	0.0222955	0.329417	0.0190367	0.168331	0.0947802	0.290418	0.0135845	0.497092	0.178364	2.63534	0.152293	1.34665	0.758241	2.32335	0.108676	5.056531
1659	-22950.26	-22934.44	-15.81884	0.436972	0.773622	0.0417561	21.31645	0.902765	0.0589534	0.0382812	2.7083	0.17686	0.114844	2.358659	0.6215604	0.0575831	0.324046	0.891932	2.72644	0.0621365	0.0222955	0.329417	0.0190367	0.168331	0.0947802	0.290418	0.0135845	0.497092	0.178364	2.63534	0.152293	1.34665	0.758241	2.32335	0.108676	5.018656
1660	-22940.42	-22924.13	-16.28904	0.436972	0.796995	0.0417561	21.64668	0.899076	0.0627989	0.0381248	2.69723	0.188397	0.114374	3.11728	0.6336158	0.0601071	0.33045	0.897545	2.7119	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.954455
1661	-22941.7	-22925.15	-16.54728	0.44535	0.796995	0.0417561	21.64668	0.899211	0.0628083	0.0379803	2.69763	0.188425	0.113941	3.339665	0.6336158	0.0601071	0.33045	0.897545	2.7119	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.957203
1662	-22948.62	-22932.19	-16.43122	0.433639	0.796085	0.0417561	21.64668	0.899211	0.0628083	0.0379803	2.69763	0.188425	0.113941	3.258402	0.6479105	0.0631165	0.33788	0.903923	2.69508	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.954985
1663	-22956.43	-22939.06	-17.36844	0.440348	0.796085	0.0417561	21.64668	0.899211	0.0628083	0.0379803	2.69763	0.188425	0.113941	4.03098	1.239499	0.182138	0.53855	1.0306	2.24871	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.970778
1664	-22964.51	-22948.54	-15.97186	0.439987	0.796085	0.0417561	21.64668	0.899211	0.0628083	0.0379803	2.69763	0.188425	0.113941	4.03098	1.239499	0.182138	0.53855	1.0306	2.24871	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.831156
1665	-22954.99	-22938.35	-16.63695	0.439987	0.823655	0.0529744	21.64668	0.899211	0.0628083	0.0379803	2.69763	0.188425	0.113941	3.230976	1.239499	0.182138	0.53855	1.0306	2.24871	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.973787
1666	-22948.7	-22932.53	-16.17398	0.439987	0.823322	0.0529744	20.99662	0.902692	0.0591805	0.0381273	2.70808	0.177542	0.114382	3.230976	1.115377	0.159383	0.508881	1.01677	2.31497	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.992529
1667	-22962.26	-22946.28	-15.98224	0.461175	0.823322	0.0528194	20.99662	0.902692	0.0591805	0.0381273	2.70808	0.177542	0.114382	3.586756	1.115377	0.159383	0.508881	1.01677	2.31497	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.935674
1668	-22964.43	-22946.91	-17.51736	0.461175	0.823322	0.0528986	20.99662	0.902692	0.0591805	0.0381273	2.70808	0.177542	0.114382	4.645003	1.115377	0.159383	0.508881	1.01677	2.31497	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.983353
1669	-22958.48	-22943.75	-14.72729	0.461903	0.823322	0.0528986	20.99662	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.245032	1.115377	0.159383	0.508881	1.01677	2.31497	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.844271
1670	-22946.56	-22932.14	-14.42788	0.461903	0.823322	0.05469	20.99662	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.245032	1.115377	0.159383	0.508881	1.01677	2.31497	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.814151
1671	-22938.97	-22923.91	-15.05634	0.461903	0.823322	0.0546591	20.99662	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.908696	1.115377	0.159383	0.508881	1.01677	2.31497	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.810633
1672	-22927.99	-22913.69	-14.30218	0.461903	0.741935	0.0546591	20.99662	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	4.152432	1.115377	0.159383	0.508881	1.01677	2.31497	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.718982
1673	-22939.78	-22925.69	-14.09008	0.461903	0.773674	0.0581754	20.99662	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	4.409472	1.115377	0.159383	0.508881	1.01677	2.31497	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.668542
1674	-22941.24	-22928.81	-12.42228	0.461903	0.784471	0.0581754	20.99662	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.228879	1.353503	0.201779	0.562205	1.04052	2.1955	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.618742
1675	-22937.19	-22924.38	-12.8161	0.461903	0.700787	0.058269	20.92512	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.228879	1.2724	0.187929	0.545698	1.0337	2.23267	0.0526727	0.0225205	0.332741	0.0192288	0.17003	0.0957366	0.293349	0.0137216	0.421381	0.180164	2.66193	0.15383	1.36024	0.765893	2.34679	0.109773	4.673633
1676	-22939.41	-22925.58	-13.83674	0.446601	0.700787	0.058269	20.92512	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.853561	1.2724	0.187929	0.545698	1.0337	2.23267	0.0545122	0.0220047	0.353416	0.0187884	0.166136	0.0868113	0.286631	0.0116997	0.436098	0.176038	2.82733	0.150307	1.32909	0.694491	2.29305	0.0935976	4.714759
1677	-22929.86	-22915.58	-14.27702	0.446601	0.681223	0.058269	20.92512	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.623715	0.9766352	0.132269	0.469615	0.996018	2.4021	0.0545122	0.0220047	0.353416	0.0187884	0.166136	0.0868113	0.286631	0.0116997	0.436098	0.176038	2.82733	0.150307	1.32909	0.694491	2.29305	0.0935976	4.783729
1678	-22931.23	-22917.74	-13.49011	0.448205	0.681223	0.0458527	20.92512	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.358074	0.9766352	0.132269	0.469615	0.996018	2.4021	0.0545122	0.0220047	0.353416	0.0187884	0.166136	0.0868113	0.286631	0.0116997	0.436098	0.176038	2.82733	0.150307	1.32909	0.694491	2.29305	0.0935976	4.732682
1679	-22941.3	-22927.93	-13.3726	0.448205	0.681223	0.0456316	20.92512	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.1259	0.796677	0.0948514	0.405793	0.95603	2.54333	0.0545122	0.0220047	0.353416	0.0187884	0.166136	0.0868113	0.286631	0.0116997	0.436098	0.176038	2.82733	0.150307	1.32909	0.694491	2.29305	0.0935976	4.744171
1680	-22933.74	-22920.78	-12.96227	0.46815	0.681223	0.0456316	20.92512	0.896769	0.0587922	0.0444391	2.69031	0.176377	0.133317	3.1259	0.7878818	0.0929776	0.402209	0.95354	2.55127	0.0545122	0.0220047	0.353416	0.0187884	0.166136	0.0868113	0.286631	0.0116997	0.436098	0.176038	2.82733	0.150307	1.32909	0.694491	2.29305	0.0935976	4.701143
1681	-22942.7	-22928.62	-14.08627	0.466575	0.681518	0.0456316	22.13967	0.896123	0.0594701	0.0444071	2.68837	0.17841	0.133221	2.729992	0.7878818	0.0929776	0.402209	0.95354	2.55127	0.0545122	0.0220047	0.353416	0.0187884	0.166136	0.0868113	0.286631	0.0116997	0.436098	0.176038	2.82733	0.150307	1.32909	0.694491	2.29305	0.0935976	4.731808
1682	-22946.48	-22933.62	-12.86698	0.466575	0.706665	0.0456316	20.66296	0.896123	0.0594701	0.0444071	2.68837	0.17841	0.133221	3.501689	1.01899	0.140727	0.482386	1.00308	2.37381	0.0553813	0.0223555	0.343109	0.0190879	0.168785	0.0881953	0.2912	0.0118862	0.44305	0.178844	2.74487	0.152704	1.35028	0.705562	2.3296	0.0950897	4.677864
1683	-22941.65	-22929.87	-11.77848	0.485932	0.674758	0.0393394	20.66296	0.902833	0.0599155	0.0372512	2.7085	0.179746	0.111754	3.476297	1.01899	0.140727	0.482386	1.00308	2.37381	0.0553813	0.0223555	0.343109	0.0190879	0.168785	0.0881953	0.2912	0.0118862	0.44305	0.178844	2.74487	0.152704	1.35028	0.705562	2.3296	0.0950897	4.573437
1684	-22937.68	-22925.77	-11.90986	0.485932	0.672954	0.0393394	20.66296	0.902833	0.0599155	0.0372512	2.7085	0.179746	0.111754	3.358251	1.301881	0.193033	0.551875	1.03631	2.21878	0.0553813	0.0223555	0.343109	0.0190879	0.168785	0.0881953	0.2912	0.0118862	0.44305	0.178844	2.74487	0.152704	1.35028	0.705562	2.3296	0.0950897	4.598561
1685	-22941.56	-22926.9	-14.65883	0.486655	0.672628	0.0412171	21.56342	0.906353	0.0562508	0.0373964	2.71906	0.168752	0.112189	4.110418	1.301881	0.193033	0.551875	1.03631	2.21878	0.0553813	0.0223555	0.343109	0.0190879	0.168785	0.0881953	0.2912	0.0118862	0.44305	0.178844	2.74487	0.152704	1.35028	0.705562	2.3296	0.0950897	4.707967
1686	-22940.32	-22926.97	-13.34789	0.486655	0.661014	0.0415224	21.56342	0.906353	0.0562508	0.0373964	2.71906	0.168752	0.112189	3.683301	1.301881	0.193033	0.551875	1.03631	2.21878	0.0553813	0.0223555	0.343109	0.0190879	0.168785	0.0881953	0.2912	0.0118862	0.44305	0.178844	2.74487	0.152704	1.35028	0.705562	2.3296	0.0950897	4.620716
1687	-22919.66	-22906.65	-13.01198	0.401806	0.661014	0.0409071	21.56342	0.906353	0.0562508	0.0373964	2.71906	0.168752	0.112189	3.683301	1.301881	0.193033	0.551875	1.03631	2.21878	0.0562135	0.0226915	0.333237	0.0193748	0.171321	0.0895207	0.295577	0.0120648	0.449708	0.181532	2.66589	0.154998	1.37057	0.716165	2.36461	0.0965187	4.595671
1688	-22927.14	-22911.25	-15.88777	0.401568	0.640476	0.0454945	21.56342	0.906353	0.0562508	0.0373964	2.71906	0.168752	0.112189	5.288792	1.301881	0.193033	0.551875	1.03631	2.21878	0.0562135	0.0226915	0.333237	0.0193748	0.171321	0.0895207	0.295577	0.0120648	0.449708	0.181532	2.66589	0.154998	1.37057	0.716165	2.36461	0.0965187	4.724321
1689	-22924.47	-22907.35	-17.12202	0.401568	0.640476	0.0466457	21.56342	0.89934	0.0558155	0.0448443	2.69802	0.167447	0.134533	5.288792	1.301881	0.193033	0.551875	1.03631	2.21878	0.0562135	0.0226915	0.333237	0.0193748	0.171321	0.0895207	0.295577	0.0120648	0.449708	0.181532	2.66589	0.154998	1.37057	0.716165	2.36461	0.0965187	4.847631
1690	-22934.21	-22920.34	-13.87126	0.401568	0.621874	0.0466457	21.56342	0.89934	0.0558155	0.0448443	2.69802	0.167447	0.134533	3.120652	1.301881	0.193033	0.551875	1.03631	2.21878	0.0571807	0.0230819	0.33897	0.0197082	0.157063	0.0910609	0.300662	0.0122724	0.457446	0.184655	2.71176	0.157665	1.25651	0.728487	2.4053	0.0981794	4.741228
