Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
299	-22954.66	-22937.17	-17.49226	0.460323	0.622311	0.0685804	22.64991	0.89182	0.0630679	0.045112	2.67546	0.189204	0.135336	3.816547	0.6388096	0.0611986	0.33317	0.899897	2.70573	0.0534428	0.0226668	0.343346	0.0158475	0.18925	0.08237	0.280835	0.0122423	0.427543	0.181334	2.74677	0.12678	1.514	0.65896	2.24668	0.0979387	4.916977
300	-22951.17	-22933.9	-17.26482	0.393128	0.622311	0.0685804	22.64991	0.89182	0.0630679	0.045112	2.67546	0.189204	0.135336	3.369376	0.4542674	0.025258	0.221016	0.783912	2.96981	0.0534428	0.0226668	0.343346	0.0158475	0.18925	0.08237	0.280835	0.0122423	0.427543	0.181334	2.74677	0.12678	1.514	0.65896	2.24668	0.0979387	4.94567
301	-22953.48	-22936.03	-17.45226	0.391505	0.647352	0.0678048	22.64991	0.89182	0.0630679	0.045112	2.67546	0.189204	0.135336	3.448901	0.3435518	0.0094826	0.138534	0.662193	3.18979	0.0534428	0.0226668	0.343346	0.0158475	0.18925	0.08237	0.280835	0.0122423	0.427543	0.181334	2.74677	0.12678	1.514	0.65896	2.24668	0.0979387	4.954197
302	-22959.92	-22942.19	-17.72852	0.389128	0.647352	0.0678048	21.73696	0.900772	0.063433	0.0357948	2.70232	0.190299	0.107384	3.448901	0.3435518	0.0094826	0.138534	0.662193	3.18979	0.0535206	0.0226998	0.343845	0.0158706	0.189525	0.0824899	0.281244	0.0108047	0.428165	0.181598	2.75076	0.126965	1.5162	0.659919	2.24995	0.0864375	5.073356
303	-22955.32	-22936.85	-18.46576	0.389128	0.647352	0.0736224	21.73696	0.903576	0.0605176	0.0359062	2.71073	0.181553	0.107719	4.084759	0.3952831	0.0160398	0.178224	0.726126	3.07961	0.0531989	0.0225633	0.341778	0.0157752	0.188386	0.0880058	0.279553	0.0107397	0.425591	0.180507	2.73423	0.126201	1.50708	0.704046	2.23643	0.0859178	5.082913
304	-22961.8	-22942.83	-18.9729	0.389128	0.647352	0.0735387	21.73696	0.903576	0.0605176	0.0359062	2.71073	0.181553	0.107719	3.804536	0.2561643	0.00241158	0.0711764	0.514306	3.41211	0.0531989	0.0225633	0.341778	0.0157752	0.188386	0.0880058	0.279553	0.0107397	0.425591	0.180507	2.73423	0.126201	1.50708	0.704046	2.23643	0.0859178	5.161658
305	-22961.68	-22944.4	-17.27945	0.405403	0.647352	0.0735387	21.73696	0.903576	0.0605176	0.0359062	2.71073	0.181553	0.107719	2.861928	0.3569342	0.0110229	0.148937	0.680133	3.15991	0.0531989	0.0225633	0.341778	0.0157752	0.188386	0.0880058	0.279553	0.0107397	0.425591	0.180507	2.73423	0.126201	1.50708	0.704046	2.23643	0.0859178	5.084945
306	-22956.41	-22938.79	-17.61878	0.405487	0.617693	0.0731654	21.69157	0.901469	0.058222	0.0403092	2.70441	0.174666	0.120928	3.215388	0.5832404	0.0496708	0.302827	0.872522	2.77498	0.054751	0.0232216	0.35175	0.0162354	0.164706	0.0905735	0.28771	0.0110531	0.438008	0.185773	2.814	0.129883	1.31765	0.724588	2.30168	0.0884246	5.091066
307	-22956.64	-22940.36	-16.28886	0.399404	0.617693	0.070655	21.69157	0.905296	0.0559607	0.0387436	2.71589	0.167882	0.116231	3.974635	0.5871815	0.0504754	0.305071	0.874636	2.76982	0.054751	0.0232216	0.35175	0.0162354	0.164706	0.0905735	0.28771	0.0110531	0.438008	0.185773	2.814	0.129883	1.31765	0.724588	2.30168	0.0884246	4.883008
308	-22963.49	-22944.21	-19.2759	0.400338	0.618573	0.0707482	23.94613	0.905296	0.0559607	0.0387436	2.71589	0.167882	0.116231	2.97084	0.5871815	0.0504754	0.305071	0.874636	2.76982	0.054751	0.0232216	0.35175	0.0162354	0.164706	0.0905735	0.28771	0.0110531	0.438008	0.185773	2.814	0.129883	1.31765	0.724588	2.30168	0.0884246	5.056446
309	-22971.81	-22951.16	-20.65095	0.400338	0.618573	0.0710703	23.8969	0.905296	0.0559607	0.0387436	2.71589	0.167882	0.116231	3.155405	0.3392953	0.00901689	0.135212	0.656261	3.19951	0.054751	0.0232216	0.35175	0.0162354	0.164706	0.0905735	0.28771	0.0110531	0.438008	0.185773	2.814	0.129883	1.31765	0.724588	2.30168	0.0884246	5.180385
310	-22959.59	-22938.73	-20.86146	0.400338	0.771401	0.0706021	23.8969	0.905296	0.0559607	0.0387436	2.71589	0.167882	0.116231	3.30082	0.3392953	0.00901689	0.135212	0.656261	3.19951	0.054751	0.0232216	0.35175	0.0162354	0.164706	0.0905735	0.28771	0.0110531	0.438008	0.185773	2.814	0.129883	1.31765	0.724588	2.30168	0.0884246	5.171659
311	-22956.61	-22938.98	-17.62971	0.410622	0.771401	0.0685306	22.25151	0.905296	0.0559607	0.0387436	2.71589	0.167882	0.116231	3.051991	0.3392953	0.00901689	0.135212	0.656261	3.19951	0.054751	0.0232216	0.35175	0.0162354	0.164706	0.0905735	0.28771	0.0110531	0.438008	0.185773	2.814	0.129883	1.31765	0.724588	2.30168	0.0884246	5.037084
312	-22961.32	-22941.49	-19.82645	0.410622	0.771401	0.0685306	23.04653	0.891364	0.0704881	0.0381474	2.67409	0.211464	0.114442	3.770471	0.3392953	0.00901689	0.135212	0.656261	3.19951	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	5.105409
313	-22963.56	-22943.53	-20.03305	0.410622	0.771401	0.0685306	23.25676	0.898658	0.065756	0.0355865	2.69597	0.197268	0.106759	3.770471	0.3098477	0.00612809	0.112175	0.611976	3.26972	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	5.105046
314	-22962.46	-22942.87	-19.59155	0.409666	0.771401	0.0672768	23.25676	0.898658	0.065756	0.0355865	2.69597	0.197268	0.106759	3.724681	0.3098477	0.00612809	0.112175	0.611976	3.26972	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	5.065695
315	-22954.64	-22937	-17.63328	0.409666	0.76009	0.0672768	23.25676	0.898658	0.065756	0.0355865	2.69597	0.197268	0.106759	3.607951	0.6449834	0.0624989	0.336373	0.902641	2.69849	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	4.882673
316	-22955	-22937.59	-17.41484	0.409666	0.76009	0.0672768	23.25676	0.907314	0.0567563	0.0359293	2.72194	0.170269	0.107788	2.857195	0.6449834	0.0624989	0.336373	0.902641	2.69849	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	4.935904
317	-22944.23	-22923.25	-20.98029	0.413542	0.76009	0.0656393	23.25676	0.907314	0.0567563	0.0359293	2.72194	0.170269	0.107788	4.248122	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	5.153133
318	-22947.62	-22929.99	-17.62543	0.413542	0.76009	0.0656393	23.25676	0.907314	0.0567563	0.0359293	2.72194	0.170269	0.107788	3.217787	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	4.92068
319	-22953.98	-22936.9	-17.07486	0.412659	0.732398	0.0498283	21.98	0.907314	0.0567563	0.0359293	2.72194	0.170269	0.107788	3.439755	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	4.975541
320	-22948.15	-22932.31	-15.8432	0.412659	0.713748	0.0498283	21.98	0.902918	0.0564812	0.0406012	2.70875	0.169444	0.121804	3.845408	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	4.813675
321	-22948.87	-22932.55	-16.3182	0.410872	0.720969	0.0484755	21.98	0.902918	0.0564812	0.0406012	2.70875	0.169444	0.121804	4.187566	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	4.826551
322	-22950.82	-22931.29	-19.53614	0.410872	0.713485	0.0319667	23.72836	0.902918	0.0564812	0.0406012	2.70875	0.169444	0.121804	4.679678	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.054782	0.0226694	0.351949	0.0162446	0.164799	0.0906247	0.287872	0.0110593	0.438256	0.181355	2.81559	0.129957	1.31839	0.724997	2.30298	0.0884746	4.926697
323	-22957	-22939.68	-17.32242	0.410872	0.682331	0.0319667	22.61539	0.89765	0.0595457	0.0428041	2.69295	0.178637	0.128412	3.288045	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.0548077	0.02268	0.352114	0.0162522	0.164876	0.090198	0.288007	0.0110645	0.438461	0.18144	2.81691	0.130018	1.31901	0.721584	2.30406	0.0885161	4.9589
324	-22955.63	-22937.16	-18.46517	0.408985	0.684276	0.0311826	22.61539	0.896287	0.0594553	0.0442576	2.68886	0.178366	0.132773	3.801979	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.0548077	0.02268	0.352114	0.0162522	0.164876	0.090198	0.288007	0.0110645	0.438461	0.18144	2.81691	0.130018	1.31901	0.721584	2.30406	0.0885161	5.021854
325	-22959.94	-22941.93	-18.01246	0.409014	0.682788	0.0394071	21.73817	0.896287	0.0594553	0.0442576	2.68886	0.178366	0.132773	4.242575	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.0548077	0.02268	0.352114	0.0162522	0.164876	0.090198	0.288007	0.0110645	0.438461	0.18144	2.81691	0.130018	1.31901	0.721584	2.30406	0.0885161	5.01957
326	-22961.66	-22942.53	-19.1241	0.409014	0.707833	0.0406165	21.73817	0.896287	0.0594553	0.0442576	2.68886	0.178366	0.132773	4.689717	0.6356282	0.0605297	0.331507	0.898461	2.7095	0.0548077	0.02268	0.352114	0.0162522	0.164876	0.090198	0.288007	0.0110645	0.438461	0.18144	2.81691	0.130018	1.31901	0.721584	2.30406	0.0885161	5.083394
327	-22956.12	-22938.86	-17.25844	0.409014	0.707833	0.0407332	21.73817	0.896287	0.0594553	0.0442576	2.68886	0.178366	0.132773	3.755125	0.8848137	0.113438	0.439165	0.977944	2.46945	0.0548077	0.02268	0.352114	0.0162522	0.164876	0.090198	0.288007	0.0110645	0.438461	0.18144	2.81691	0.130018	1.31901	0.721584	2.30406	0.0885161	4.990275
328	-22971.86	-22953.8	-18.05789	0.409014	0.707833	0.0407672	21.73817	0.896287	0.0594553	0.0442576	2.68886	0.178366	0.132773	3.755125	0.6530314	0.0641984	0.3405	0.906137	2.68916	0.0548077	0.02268	0.352114	0.0162522	0.164876	0.090198	0.288007	0.0110645	0.438461	0.18144	2.81691	0.130018	1.31901	0.721584	2.30406	0.0885161	5.070217
329	-22982.65	-22964.98	-17.67707	0.409014	0.706623	0.0253218	21.02116	0.896287	0.0594553	0.0442576	2.68886	0.178366	0.132773	5.363758	0.6530314	0.0641984	0.3405	0.906137	2.68916	0.0559009	0.0231325	0.359138	0.0165764	0.168165	0.0919972	0.273805	0.0112852	0.447207	0.18506	2.8731	0.132611	1.34532	0.735977	2.19044	0.0902818	4.944638
330	-22989.4	-22970.24	-19.15758	0.391058	0.725029	0.0329895	21.02116	0.896287	0.0594553	0.0442576	2.68886	0.178366	0.132773	6.845499	0.6530314	0.0641984	0.3405	0.906137	2.68916	0.0559009	0.0231325	0.359138	0.0165764	0.168165	0.0919972	0.273805	0.0112852	0.447207	0.18506	2.8731	0.132611	1.34532	0.735977	2.19044	0.0902818	4.943703
331	-22951.56	-22933.66	-17.89557	0.391058	0.726278	0.0318381	21.02116	0.886759	0.0694539	0.0437872	2.66028	0.208362	0.131361	5.665726	0.6530314	0.0641984	0.3405	0.906137	2.68916	0.0559836	0.021688	0.359669	0.0166009	0.168414	0.0921332	0.27421	0.0113019	0.447869	0.173504	2.87735	0.132807	1.34731	0.737066	2.19368	0.0904153	4.93547
332	-22955.85	-22939.88	-15.97656	0.390867	0.726278	0.0318381	21.02116	0.886759	0.0694539	0.0437872	2.66028	0.208362	0.131361	3.633176	0.6530314	0.0641984	0.3405	0.906137	2.68916	0.0559836	0.021688	0.359669	0.0166009	0.168414	0.0921332	0.27421	0.0113019	0.447869	0.173504	2.87735	0.132807	1.34731	0.737066	2.19368	0.0904153	4.946843
333	-22948.56	-22930.56	-17.99721	0.389682	0.744318	0.0317727	23.60179	0.887088	0.069252	0.0436599	2.66126	0.207756	0.13098	3.837334	0.6530314	0.0641984	0.3405	0.906137	2.68916	0.0559836	0.021688	0.359669	0.0166009	0.168414	0.0921332	0.27421	0.0113019	0.447869	0.173504	2.87735	0.132807	1.34731	0.737066	2.19368	0.0904153	4.86875
334	-22946.33	-22929.11	-17.21924	0.384551	0.758482	0.0316265	23.60179	0.887088	0.069252	0.0436599	2.66126	0.207756	0.13098	3.438923	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0559836	0.021688	0.359669	0.0166009	0.168414	0.0921332	0.27421	0.0113019	0.447869	0.173504	2.87735	0.132807	1.34731	0.737066	2.19368	0.0904153	4.829905
335	-22943.61	-22927.13	-16.47856	0.390396	0.758482	0.0316265	23.40397	0.891897	0.0642065	0.0438965	2.67569	0.192619	0.13169	3.38288	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0559836	0.021688	0.359669	0.0166009	0.168414	0.0921332	0.27421	0.0113019	0.447869	0.173504	2.87735	0.132807	1.34731	0.737066	2.19368	0.0904153	4.780639
336	-22931.94	-22915.69	-16.24876	0.389832	0.747046	0.0315923	23.40397	0.891897	0.0642065	0.0438965	2.67569	0.192619	0.13169	3.236811	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0524983	0.0217681	0.360997	0.0166622	0.169035	0.0924733	0.275222	0.0113436	0.419986	0.174145	2.88797	0.133298	1.35228	0.739787	2.20178	0.0907491	4.77347
337	-22928.91	-22909.74	-19.16694	0.390357	0.752082	0.0315923	23.40397	0.891897	0.0642065	0.0438965	2.67569	0.192619	0.13169	4.730205	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0524983	0.0217681	0.360997	0.0166622	0.169035	0.0924733	0.275222	0.0113436	0.419986	0.174145	2.88797	0.133298	1.35228	0.739787	2.20178	0.0907491	4.915392
338	-22938.2	-22920.03	-18.17107	0.390357	0.751761	0.0315923	23.40397	0.89355	0.0624724	0.0439779	2.68065	0.187417	0.131934	3.120343	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0524983	0.0217681	0.360997	0.0166622	0.169035	0.0924733	0.275222	0.0113436	0.419986	0.174145	2.88797	0.133298	1.35228	0.739787	2.20178	0.0907491	4.976823
339	-22938.84	-22918.9	-19.93725	0.390357	0.751761	0.0323479	23.40397	0.891991	0.0641082	0.0439011	2.67597	0.192324	0.131703	4.219917	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0524983	0.0217681	0.360997	0.0166622	0.169035	0.0924733	0.275222	0.0113436	0.419986	0.174145	2.88797	0.133298	1.35228	0.739787	2.20178	0.0907491	5.043408
340	-22936.66	-22914.74	-21.91446	0.390357	0.751761	0.0197242	23.40397	0.891991	0.0641082	0.0439011	2.67597	0.192324	0.131703	4.398428	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0524983	0.0217681	0.360997	0.0166622	0.169035	0.0924733	0.275222	0.0113436	0.419986	0.174145	2.88797	0.133298	1.35228	0.739787	2.20178	0.0907491	5.22454
341	-22942.01	-22920.71	-21.30785	0.390357	0.751513	0.0197172	23.61015	0.893157	0.064192	0.0426512	2.67947	0.192576	0.127954	3.348821	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0524983	0.0217681	0.360997	0.0166622	0.169035	0.0924733	0.275222	0.0113436	0.419986	0.174145	2.88797	0.133298	1.35228	0.739787	2.20178	0.0907491	5.248247
342	-22942.71	-22922.29	-20.41578	0.390357	0.751513	0.0197172	23.61015	0.899976	0.0570469	0.0429769	2.69993	0.171141	0.128931	2.729756	0.6570324	0.0650449	0.342531	0.907842	2.68458	0.0524983	0.0217681	0.360997	0.0166622	0.169035	0.0924733	0.275222	0.0113436	0.419986	0.174145	2.88797	0.133298	1.35228	0.739787	2.20178	0.0907491	5.220947
343	-22931.05	-22910.63	-20.42227	0.390357	0.751513	0.0197953	23.61015	0.899976	0.0570469	0.0429769	2.69993	0.171141	0.128931	3.496832	0.5474621	0.0424868	0.281776	0.851951	2.82379	0.0524983	0.0217681	0.360997	0.0166622	0.169035	0.0924733	0.275222	0.0113436	0.419986	0.174145	2.88797	0.133298	1.35228	0.739787	2.20178	0.0907491	5.144881
344	-22941.54	-22922.47	-19.06955	0.395582	0.751513	0.0197953	23.05521	0.896095	0.0611133	0.0427916	2.68829	0.18334	0.128375	3.258948	0.4252942	0.0205262	0.200385	0.757262	3.02183	0.052534	0.0217829	0.361242	0.0159937	0.16915	0.0925362	0.275409	0.0113513	0.420272	0.174263	2.88994	0.12795	1.3532	0.74029	2.20327	0.0908108	5.088368
345	-22932.14	-22913.96	-18.17531	0.395582	0.751513	0.0197953	23.05521	0.896095	0.0611133	0.0427916	2.68829	0.18334	0.128375	3.258948	0.4252942	0.0205262	0.200385	0.757262	3.02183	0.0515685	0.0213826	0.372982	0.0156998	0.166042	0.0908355	0.270348	0.0111427	0.412548	0.171061	2.98385	0.125598	1.32833	0.726684	2.16278	0.0891418	4.998944
346	-22946.51	-22927.48	-19.03321	0.393322	0.754146	0.0197953	23.05521	0.901808	0.057753	0.0404387	2.70542	0.173259	0.121316	4.310849	0.3682191	0.0124091	0.157648	0.694465	3.13548	0.0515685	0.0213826	0.372982	0.0156998	0.166042	0.0908355	0.270348	0.0111427	0.412548	0.171061	2.98385	0.125598	1.32833	0.726684	2.16278	0.0891418	4.979507
347	-22943.86	-22924.07	-19.7887	0.3949	0.754146	0.0198204	23.05521	0.901808	0.057753	0.0404387	2.70542	0.173259	0.121316	4.267449	0.2504781	0.00213411	0.0670354	0.502493	3.42834	0.0515685	0.0213826	0.372982	0.0156998	0.166042	0.0908355	0.270348	0.0111427	0.412548	0.171061	2.98385	0.125598	1.32833	0.726684	2.16278	0.0891418	5.059236
348	-22945.76	-22927.22	-18.53917	0.3949	0.754146	0.0128132	23.05521	0.901808	0.057753	0.0404387	2.70542	0.173259	0.121316	3.289607	0.2504781	0.00213411	0.0670354	0.502493	3.42834	0.0515685	0.0213826	0.372982	0.0156998	0.166042	0.0908355	0.270348	0.0111427	0.412548	0.171061	2.98385	0.125598	1.32833	0.726684	2.16278	0.0891418	5.032768
349	-22956.43	-22936.94	-19.4964	0.3949	0.750069	0.0128132	23.05521	0.901808	0.057753	0.0404387	2.70542	0.173259	0.121316	3.289607	0.3340257	0.00845691	0.131094	0.64876	3.21169	0.0515685	0.0213826	0.372982	0.0156998	0.166042	0.0908355	0.270348	0.0111427	0.412548	0.171061	2.98385	0.125598	1.32833	0.726684	2.16278	0.0891418	5.128899
350	-22947.43	-22930.15	-17.28092	0.396697	0.517329	0.0128794	23.05521	0.901808	0.057753	0.0404387	2.70542	0.173259	0.121316	3.241495	0.3340257	0.00845691	0.131094	0.64876	3.21169	0.0515685	0.0213826	0.372982	0.0156998	0.166042	0.0908355	0.270348	0.0111427	0.412548	0.171061	2.98385	0.125598	1.32833	0.726684	2.16278	0.0891418	4.935249
351	-22948.37	-22930.7	-17.66875	0.395637	0.517329	0.0128794	23.05521	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	3.241495	0.3340257	0.00845691	0.131094	0.64876	3.21169	0.0492642	0.0212308	0.370335	0.0155884	0.164863	0.0992258	0.268429	0.0110636	0.394114	0.169847	2.96268	0.124707	1.31891	0.793806	2.14743	0.0885092	4.974139
352	-22940.92	-22923.23	-17.68729	0.395637	0.517329	0.0128794	23.05521	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	3.241495	0.3340257	0.00845691	0.131094	0.64876	3.21169	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	4.975993
353	-22939.93	-22922.53	-17.40224	0.395637	0.517329	0.0128794	23.05521	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	3.637528	0.3340257	0.00845691	0.131094	0.64876	3.21169	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	4.907884
354	-22950.85	-22932.43	-18.42017	0.395637	0.518488	0.0128794	23.05521	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	3.637528	0.3418794	0.00929821	0.137229	0.659876	3.1936	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	5.009562
355	-22952.74	-22935.22	-17.52517	0.395637	0.518488	0.0189009	23.05521	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	3.637528	0.3418794	0.00929821	0.137229	0.659876	3.1936	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	4.919459
356	-22948.37	-22932.05	-16.32103	0.396314	0.550838	0.0189009	23.05521	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	3.218669	0.3635923	0.0118314	0.154085	0.688674	3.14541	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	4.837629
357	-22947.03	-22927.86	-19.16904	0.396314	0.550838	0.0189009	23.05521	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	4.180903	0.3457791	0.00973099	0.14027	0.665253	3.18475	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	5.026206
358	-22940.44	-22919.76	-20.67728	0.396314	0.540341	0.0276733	23.05521	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	4.322223	0.3457791	0.00973099	0.14027	0.665253	3.18475	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	5.163071
359	-22950.62	-22927.26	-23.36521	0.3931	0.726038	0.027807	24.64124	0.902116	0.0577727	0.0401114	2.70635	0.173318	0.120334	4.100532	0.3457791	0.00973099	0.14027	0.665253	3.18475	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	5.277168
360	-22959.66	-22936.77	-22.8832	0.417317	0.726038	0.027782	21.71243	0.903721	0.0568251	0.0394535	2.71116	0.170475	0.118361	3.900409	0.3457791	0.00973099	0.14027	0.665253	3.18475	0.0500568	0.0215724	0.357271	0.0158392	0.167516	0.100822	0.272748	0.0141755	0.400454	0.172579	2.85817	0.126713	1.34012	0.806577	2.18198	0.113404	5.539441
361	-22951.81	-22929.94	-21.86895	0.418745	0.726038	0.027782	23.2068	0.903721	0.0568251	0.0394535	2.71116	0.170475	0.118361	3.076579	0.3552253	0.0108199	0.147613	0.677901	3.16367	0.048329	0.0208278	0.379456	0.0152924	0.161733	0.097342	0.263333	0.0136862	0.386632	0.166622	3.03565	0.12234	1.29387	0.778736	2.10667	0.10949	5.37082
362	-22948.8	-22926.4	-22.39712	0.418745	0.725294	0.0306636	23.2068	0.903721	0.0568251	0.0394535	2.71116	0.170475	0.118361	3.927175	0.3552253	0.0108199	0.147613	0.677901	3.16367	0.048329	0.0208278	0.379456	0.0152924	0.161733	0.097342	0.263333	0.0136862	0.386632	0.166622	3.03565	0.12234	1.29387	0.778736	2.10667	0.10949	5.338363
363	-22961.93	-22940.59	-21.34429	0.420792	0.725294	0.0306636	23.2068	0.903721	0.0568251	0.0394535	2.71116	0.170475	0.118361	3.382778	0.3552253	0.0108199	0.147613	0.677901	3.16367	0.0502025	0.0216352	0.394167	0.0158853	0.168003	0.101116	0.234775	0.0142168	0.40162	0.173082	3.15333	0.127082	1.34403	0.808925	1.8782	0.113734	5.287315
364	-22963.28	-22941.13	-22.15039	0.429314	0.725294	0.0353776	23.2068	0.904988	0.0555032	0.0395088	2.71496	0.16651	0.118526	3.382778	0.3552253	0.0108199	0.147613	0.677901	3.16367	0.0502025	0.0216352	0.394167	0.0158853	0.168003	0.101116	0.234775	0.0142168	0.40162	0.173082	3.15333	0.127082	1.34403	0.808925	1.8782	0.113734	5.366602
365	-22950.08	-22927.27	-22.80432	0.429314	0.725294	0.0471796	23.2068	0.904988	0.0555032	0.0395088	2.71496	0.16651	0.118526	3.879516	0.3552253	0.0108199	0.147613	0.677901	3.16367	0.0502025	0.0216352	0.394167	0.0158853	0.168003	0.101116	0.234775	0.0142168	0.40162	0.173082	3.15333	0.127082	1.34403	0.808925	1.8782	0.113734	5.381141
366	-22948.2	-22925.13	-23.06713	0.429314	0.724308	0.0461722	23.2068	0.904988	0.0555032	0.0395088	2.71496	0.16651	0.118526	4.885229	0.2377834	0.00159046	0.0580204	0.475005	3.46538	0.0445444	0.0191968	0.349742	0.0170529	0.149068	0.0897193	0.318062	0.0126145	0.356355	0.153574	2.79793	0.136423	1.19255	0.717754	2.5445	0.100916	5.307049
367	-22956.74	-22934.63	-22.10845	0.429314	0.721782	0.0462116	23.75344	0.904988	0.0555032	0.0395088	2.71496	0.16651	0.118526	4.885229	0.2377834	0.00159046	0.0580204	0.475005	3.46538	0.0445444	0.0191968	0.349742	0.0170529	0.149068	0.0897193	0.318062	0.0126145	0.356355	0.153574	2.79793	0.136423	1.19255	0.717754	2.5445	0.100916	5.156766
368	-22962.92	-22941.37	-21.55108	0.429314	0.723393	0.0462116	23.75344	0.901434	0.0592128	0.0393536	2.7043	0.177638	0.118061	5.127501	0.2377834	0.00159046	0.0580204	0.475005	3.46538	0.0457368	0.0197106	0.353676	0.0175094	0.153059	0.0921209	0.305236	0.0129521	0.365894	0.157685	2.82941	0.140075	1.22447	0.736967	2.44189	0.103617	5.076641
